,prices,rarity,mana_cost,colors,set
2528,0.12,uncommon,{2}{B},[],ogw
2529,0.15,uncommon,{1}{R},['R'],sth
2530,0.28,rare,{5}{G}{G},['G'],jud
2531,0.09,common,{1}{U},['U'],mir
2532,0.01,uncommon,{2}{G},['G'],khm
2533,,mythic,{3}{U}{U},['U'],vma
2534,0.12,uncommon,{4}{R}{W},"['R', 'W']",dgm
2535,0.02,common,{1}{U}{U},['U'],mh1
2536,0.01,common,{1}{R},['R'],ori
2537,0.07,common,{2}{W},['W'],ice
2538,0.05,common,{2}{W},['W'],pcy
2539,0.04,common,{1}{U},['U'],jmp
2540,0.24,rare,{3}{B}{R},"['B', 'R']",dtk
2541,0.11,uncommon,{4}{R},['R'],ons
2542,0.04,common,{1}{R},['R'],dom
2543,0.03,common,{1}{B},['B'],afr
2544,4.78,uncommon,{U/P},['U'],nph
2545,0.73,uncommon,{2}{R},['R'],tmp
2546,0.34,uncommon,{1}{U},['U'],znc
2547,4.00,mythic,{4}{U}{B},"['B', 'U']",afr
2548,0.10,uncommon,{B}{R}{G},"['B', 'G', 'R']",c13
2549,0.08,common,{2}{R}{G},"['G', 'R']",con
2550,0.75,rare,{3}{B}{B},['B'],c14
2551,0.21,rare,{3}{W}{W},['W'],plc
2552,0.04,uncommon,{3}{B},['B'],m20
2553,1.56,rare,{1},[],aer
2554,0.02,uncommon,{3}{G},['G'],afr
2555,0.37,rare,{5}{B},['B'],voc
2556,0.01,common,{2}{U},['U'],thb
2557,15.62,rare,{3}{B},['B'],mmq
2558,,rare,{3},[],me2
2559,0.10,common,{5}{G},['G'],apc
2560,0.24,uncommon,{5},[],sok
2561,0.20,rare,{1}{G},['G'],rna
2562,1.47,rare,{3}{R}{R}{R},['R'],ons
2563,0.07,common,{2}{G},['G'],ody
2564,0.03,common,{2}{W},['W'],jou
2565,0.14,uncommon,{2}{U},['U'],dst
2566,0.03,common,{1},[],mh2
2567,0.07,common,{3}{W},['W'],apc
2568,0.23,rare,{2}{U}{U},['U'],tor
2569,0.09,uncommon,{1}{G},['G'],emn
2570,0.01,common,{2}{U}{U},['U'],thb
2571,0.08,uncommon,{1}{U}{B},"['B', 'U']",cmr
2572,0.08,common,{B},['B'],ktk
2573,0.15,common,{R},['R'],rna
2574,,common,,['R'],tmh1
2575,0.01,common,{4}{R},['R'],som
2576,0.32,uncommon,{5}{B},['B'],rav
2577,5.02,mythic,{2}{B}{B},['B'],afr
2578,4.53,common,,[],tbng
2579,,common,,,amh1
2580,0.02,uncommon,{X}{R}{R},['R'],vow
2581,0.26,common,{1}{B}{B},['B'],pca
2582,0.07,uncommon,,,mid
2583,,common,{1},[],me1
2584,0.36,rare,{X}{R}{G},"['G', 'R']",bbd
2585,0.08,common,{1}{W},['W'],roe
2586,12.09,rare,{1}{B},['B'],ody
2587,0.24,uncommon,{3},[],cma
2588,0.16,rare,{2}{R}{G},"['G', 'R']",c19
2589,0.05,uncommon,{1}{W},['W'],stx
2590,0.02,common,{1}{U},['U'],iko
2591,0.21,uncommon,{1}{W},['W'],eve
2592,,common,{X}{W},['W'],sum
2593,0.11,common,{2}{W},['W'],kld
2594,0.11,uncommon,{4}{W},['W'],nem
2595,0.54,rare,{6}{G}{G},['G'],hop
2596,0.16,common,{B},['B'],tor
2597,,rare,{2}{W}{U}{U}{B},"['B', 'U', 'W']",me1
2598,0.24,uncommon,{2}{R},['R'],bok
2599,1.92,common,,[],opca
2600,0.04,common,{G},['G'],kld
2601,0.18,uncommon,{2}{B},['B'],m15
2602,0.12,common,{3},[],mrd
2603,0.11,common,{G},['G'],gtc
2604,0.03,common,{4}{W},['W'],akh
2605,2.12,common,,['B'],tisd
2606,0.17,uncommon,,[],cns
2607,,common,,,amh2
2608,1.87,rare,{3}{R},['R'],ons
2609,,common,,,avow
2610,0.09,common,{1}{B}{R},"['B', 'R']",mm3
2611,0.19,uncommon,{2}{B},['B'],jou
2612,0.02,uncommon,{4}{B}{B},['B'],jmp
2613,9.30,rare,{U},['U'],m14
2614,0.12,uncommon,{W}{W},['W'],ddf
2615,0.02,common,{1}{W},['W'],ths
2616,0.03,common,{1}{B},['B'],rtr
2617,0.01,common,{3}{B},['B'],znr
2618,2.52,common,,['G'],takh
2619,0.49,uncommon,{2}{G}{G},['G'],m20
2620,0.13,uncommon,{1}{W},['W'],thb
2621,0.03,common,{W},['W'],dka
2622,2.10,rare,{X}{R}{R}{R},['R'],c18
2623,0.06,common,{1}{U},['U'],pcy
2624,0.24,rare,{4},[],ulg
2625,0.10,common,{1}{B},['B'],dst
2626,0.08,common,{W},['W'],war
2627,,uncommon,{2}{U}{U},['U'],tpr
2628,0.13,uncommon,{W},['W'],lrw
2629,,rare,,[],pmoa
2630,0.53,rare,{4}{G}{G},['G'],e01
2631,11.09,mythic,{11},[],m10
2632,0.01,common,{4}{B},['B'],ori
2633,0.16,common,{1}{W},['W'],mma
2634,0.14,common,{1}{G},['G'],mmq
2635,0.01,common,{2}{R},['R'],dom
2636,0.48,rare,{5}{U}{U}{U},['U'],c13
2637,7.33,rare,{1}{W}{W},['W'],c15
2638,0.06,common,{2},[],isd
2639,0.06,common,{4},[],wwk
2640,0.05,uncommon,{3}{B}{B},['B'],m20
2641,0.24,rare,{1}{W},['W'],inv
2642,0.49,common,,[],oarc
2643,0.12,uncommon,{4}{W},['W'],lrw
2644,0.19,uncommon,,[],c21
2645,0.95,mythic,,,mid
2646,,mythic,{1}{B}{R},"['B', 'R']",c16
2647,0.54,rare,{4}{R}{R},['R'],pca
2648,2.96,uncommon,{W}{U},"['U', 'W']",war
2649,0.07,common,{2}{U},['U'],ths
2650,,common,{1}{B}{B},['B'],me3
2651,0.16,rare,{2}{R},['R'],cmr
2652,0.24,common,{3},[],c21
2653,0.11,common,,[],mic
2654,0.35,uncommon,{3}{W},['W'],ima
2655,0.14,common,{1}{R},['R'],usg
2656,,common,{2}{B},['B'],vma
2657,0.10,uncommon,{4}{B},['B'],dtk
2658,0.01,common,{3}{W},['W'],stx
2659,0.02,common,{1}{R},['R'],ktk
2660,2.05,uncommon,{1},[],thb
2661,0.02,uncommon,,,vow
2662,0.13,uncommon,{G},['G'],m15
2663,0.01,common,{1}{R},['R'],znr
2664,0.08,common,{U/B}{U/B},"['B', 'U']",uma
2665,0.01,common,{1}{B},['B'],znr
2666,2.90,rare,{X}{X}{G},['G'],c21
2667,0.70,rare,{3}{W}{W},['W'],jmp
2668,0.72,common,{2}{W},['W'],con
2669,0.04,common,{1}{G},['G'],akh
2670,0.03,uncommon,{R},['R'],eld
2671,0.01,common,{1}{B},['B'],mh2
2672,0.13,rare,{2}{U},['U'],voc
2673,0.01,common,{4},[],mid
2674,4.93,uncommon,{1}{G},['G'],cmr
2675,0.11,uncommon,{2}{R},['R'],inv
2676,0.01,common,{3}{G},['G'],znr
2677,3.42,rare,{5}{G}{G}{G},['G'],sok
2678,2.82,rare,{2}{W},['W'],xln
2679,0.40,rare,{3}{U},['U'],c13
2680,0.21,rare,{3}{G},['G'],c21
2681,0.09,uncommon,{1}{B}{B},['B'],rna
2682,3.84,uncommon,{2}{B}{B},['B'],s99
2683,,common,,[],t2xm
2684,,common,{U}{U},['U'],me1
2685,0.16,rare,{5}{R},['R'],c21
2686,0.07,common,{2}{B}{B},['B'],jmp
2687,6.27,rare,{2}{W},['W'],c19
2688,1.00,uncommon,{1}{G},['G'],mma
2689,0.28,rare,{3}{B}{B},['B'],apc
2690,0.15,rare,{3}{U}{U},['U'],dtk
2691,0.41,uncommon,{U}{U},['U'],10e
2692,,common,{U}{U},['U'],tpr
2693,0.03,uncommon,{5}{U}{U},['U'],cmr
2694,0.09,common,{4}{R},['R'],tor
2695,,common,{1}{B}{B},['B'],td2
2696,1.18,common,{R},['R'],leg
2697,0.17,common,{2}{B},['B'],csp
2698,0.16,common,{U},['U'],chk
2699,,common,,"['B', 'R']",tstx
2700,1.99,rare,{X}{X}{X},[],cm2
2701,25.06,rare,,[],zen
2702,0.11,uncommon,{1}{G},['G'],dka
2703,0.08,common,{X}{R},['R'],2xm
2704,,common,,,astx
2705,0.11,common,{2}{U}{U},['U'],shm
2706,0.09,common,{3}{U}{U},['U'],c20
2707,0.21,common,,[],afc
2708,0.31,uncommon,{2}{B},['B'],war
2709,1.53,uncommon,{G},['G'],s99
2710,0.89,uncommon,{1}{W},['W'],c14
2711,0.10,common,{4}{R},['R'],all
2712,0.02,common,{B},['B'],mid
2713,0.63,rare,{4}{W},['W'],c20
2714,0.01,common,{4}{B},['B'],thb
2715,0.05,common,{1}{R},['R'],war
2716,0.06,common,{1}{B},['B'],mm2
2717,0.10,common,{3}{G}{G},['G'],cmr
2718,0.08,uncommon,,,vow
2719,0.27,rare,{2},[],mrd
2720,0.01,common,{5}{B},['B'],m20
2721,2.76,mythic,{W}{B}{G},"['B', 'G', 'W']",m20
2722,0.15,rare,{7},[],m14
2723,0.07,common,{5}{U},['U'],mor
2724,0.48,common,{1}{R},['R'],dis
2725,0.08,uncommon,{6},[],isd
2726,0.67,uncommon,{1}{G}{W},"['G', 'W']",tsr
2727,0.14,common,{2}{R}{R},['R'],som
2728,0.64,rare,{1}{R}{R},['R'],nem
2729,4.11,rare,{1}{W}{W},['W'],10e
2730,0.18,uncommon,{2}{U}{U},['U'],jou
2731,0.23,rare,{7},[],cm2
2732,0.08,common,{B}{B},['B'],dka
2733,0.13,common,{1},[],mma
2734,0.23,uncommon,{1}{B}{B},['B'],unh
2735,0.23,uncommon,{1}{R}{R},['R'],nem
2736,0.03,common,{5}{R},['R'],mor
2737,0.89,mythic,{2}{W},['W'],stx
2738,0.01,common,{1}{G},['G'],stx
2739,0.05,common,{1}{U},['U'],jmp
2740,0.10,common,{4}{B},['B'],emn
2741,0.07,uncommon,{4}{R}{G},"['G', 'R']",dgm
2742,4.57,rare,{2}{B},['B'],shm
2743,0.04,common,{1}{B}{B},['B'],bng
2744,0.89,rare,{2}{B},['B'],bbd
2745,0.10,uncommon,{2}{R},['R'],mm3
2746,0.02,common,{2}{W},['W'],emn
2747,0.19,common,{R},['R'],uds
2748,0.11,uncommon,{1}{W},['W'],nph
2749,15.46,mythic,{X}{G}{G},['G'],m13
2750,0.10,uncommon,{B}{R},[],bfz
2751,0.06,common,{3}{R},['R'],ody
2752,,common,,,amh2
2753,0.08,common,{1}{W}{B},"['B', 'W']",gtc
2754,,common,{W},['W'],me2
2755,0.23,uncommon,{1},[],ody
2756,0.21,uncommon,{3}{W}{W},['W'],mir
2757,0.26,uncommon,,,emn
2758,1.78,common,,[],opca
2759,0.09,common,{2}{G},['G'],m14
2760,0.02,uncommon,{3}{B},['B'],mh1
2761,0.69,rare,{6}{B},['B'],c13
2762,0.24,common,{2}{G},['G'],mrd
2763,0.11,uncommon,{3},[],dtk
2764,3.85,rare,,,znr
2765,0.03,uncommon,{1}{B},['B'],xln
2766,0.19,common,{W},['W'],apc
2767,0.21,common,,['R'],teld
2768,,common,{2}{B}{B},['B'],past
2769,0.06,common,{1}{B}{B},['B'],6ed
2770,0.32,rare,{4},[],6ed
2771,0.08,rare,{3}{U},['U'],cmr
2772,,common,,['G'],tc20
2773,0.10,common,{2}{W}{W},['W'],all
2774,3.34,rare,{3}{U}{R}{W},"['R', 'U', 'W']",cmd
2775,2.44,rare,{2}{B},['B'],pcy
2776,0.10,uncommon,{4}{B}{B},['B'],cmd
2777,4.44,rare,{B}{G},"['B', 'G']",mm3
2778,2.32,rare,{2}{R}{R},['R'],c17
2779,0.04,common,{R/W},"['R', 'W']",stx
2780,0.02,common,{1}{U},['U'],soi
2781,0.01,common,{3}{W},['W'],c19
2782,5.67,rare,{G}{G}{G},['G'],afr
2783,0.21,common,{G},['G'],gtc
2784,0.07,common,{3}{U},['U'],dtk
2785,0.49,common,,[],tkld
2786,1.01,mythic,{5}{W}{U}{B},"['B', 'U', 'W']",ema
2787,0.10,common,{3}{W},['W'],ori
2788,0.07,common,{3}{B},['B'],gpt
2789,0.09,rare,{3}{U}{U}{U},['U'],w17
2790,2.16,rare,{2}{U}{U},['U'],m21
2791,0.44,mythic,{2}{U}{U},['U'],voc
2792,,common,,,aafr
2793,0.08,common,{1}{U},['U'],a25
2794,0.08,common,{2}{U},['U'],shm
2795,0.99,mythic,{3}{R}{R},['R'],iko
2796,0.04,common,{4}{U},['U'],iko
2797,0.12,common,{1}{R},['R'],m21
2798,0.05,uncommon,{6},[],roe
2799,0.10,common,,['W'],takh
2800,0.19,uncommon,,[],c21
2801,0.21,common,{1},[],eve
2802,0.09,common,{7},[],mh2
2803,0.07,common,{B}{B},['B'],chk
2804,4.75,rare,,[],pvan
2805,0.23,uncommon,{3}{U},['U'],m21
2806,,uncommon,{R},['R'],tpr
2807,,mythic,{4}{R}{R},['R'],dom
2808,3.15,rare,{4},[],c20
2809,0.23,uncommon,{3},[],inv
2810,0.01,common,{3}{W},['W'],afr
2811,0.04,common,{1}{B},['B'],chr
2812,0.02,common,{1}{U},['U'],mh2
2813,3.23,rare,,[],c16
2814,0.13,common,{3}{U},['U'],sok
2815,1.24,common,{2},[],cm2
2816,0.10,common,{7},[],bfz
2817,0.10,uncommon,{2}{B},['B'],akh
2818,12.32,mythic,{3}{B},['B'],ths
2819,0.44,rare,{6},[],5ed
2820,0.09,uncommon,{3}{W},['W'],9ed
2821,0.04,uncommon,{5}{U}{U},['U'],afr
2822,1.84,rare,{2}{G}{G},['G'],mir
2823,6.33,mythic,{4}{B}{R}{R}{G},"['B', 'G', 'R']",ala
2824,0.01,common,{1}{U},['U'],m21
2825,0.19,rare,{2}{B},['B'],thb
2826,1.02,common,{1}{W},['W'],m14
2827,8.53,rare,{2},[],gtc
2828,,common,,,akhm
2829,0.02,common,{5}{G},['G'],2xm
2830,0.45,rare,{2}{U}{U},['U'],10e
2831,0.15,common,{B},['B'],cns
2832,0.17,uncommon,{4}{B},['B'],jud
2833,3.02,rare,{7}{B}{B}{B},['B'],cma
2834,14.82,mythic,{2}{G}{U}{R},"['G', 'R', 'U']",dtk
2835,0.09,uncommon,{4}{R},['R'],cns
2836,0.11,uncommon,{G},['G'],ths
2837,0.10,common,{5}{B},['B'],w17
2838,0.02,uncommon,{2}{R},['R'],hou
2839,0.13,uncommon,{3}{R},['R'],gpt
2840,0.15,uncommon,{3}{G},['G'],ice
2841,0.07,common,{2}{G},['G'],jmp
2842,0.16,common,{1}{G}{G},['G'],nph
2843,,rare,{X}{R}{R},['R'],tpr
2844,4.48,mythic,{1}{W}{W},['W'],m14
2845,0.02,common,{2}{B},['B'],eld
2846,0.02,common,{4}{G}{G},['G'],ogw
2847,0.09,common,{2}{R},['R'],hop
2848,2.49,common,{U/P},['U'],nph
2849,0.14,uncommon,{4}{R}{R},['R'],zen
2850,,uncommon,{4},[],me2
2851,0.03,uncommon,{1}{U},['U'],mh2
2852,0.46,common,{1}{W},['W'],apc
2853,0.15,uncommon,{2}{U}{B},"['B', 'U']",pls
2854,0.01,common,{2}{B},['B'],khm
2855,11.08,mythic,{1}{G}{G},['G'],jmp
2856,,common,,,tust
2857,0.01,common,{W},['W'],vow
2858,0.05,uncommon,{2}{W}{W},['W'],m12
2859,0.21,common,{1}{G}{U},"['G', 'U']",apc
2860,0.06,uncommon,{3}{G},['G'],nph
2861,0.11,rare,{4}{W},['W'],ogw
2862,0.29,rare,{2}{R}{R},['R'],usg
2863,0.15,rare,{7},[],ori
2864,0.28,uncommon,{2}{U},['U'],fut
2865,0.49,rare,{X}{B}{G},"['B', 'G']",mid
2866,3.17,rare,{4}{W}{U}{B},"['B', 'U', 'W']",arc
2867,0.77,rare,{4}{R}{R},['R'],m20
2868,0.05,common,{2}{B},['B'],mh1
2869,0.28,common,{R}{G},"['G', 'R']",cmd
2870,6.90,rare,{3}{W},['W'],m14
2871,6.19,uncommon,{2},[],afc
2872,0.21,uncommon,{2}{R},['R'],fem
2873,0.11,common,{1}{R},['R'],mh1
2874,0.47,rare,{3}{R},['R'],exo
2875,25.42,rare,{2},[],bok
2876,0.03,common,{4}{U}{U},['U'],mh1
2877,6.32,rare,{W}{U}{B}{R}{G},"['B', 'G', 'R', 'U', 'W']",bok
2878,0.26,common,{3}{U}{R},"['R', 'U']",c17
2879,0.12,uncommon,{2},[],kld
2880,0.13,uncommon,{R},['R'],6ed
2881,1.91,rare,{4}{R},['R'],mm3
2882,0.01,uncommon,{W},['W'],c19
2883,0.02,uncommon,{4}{B},['B'],afr
2884,2.35,mythic,{2}{W}{W},['W'],afr
2885,4.10,uncommon,{2}{U},['U'],leg
2886,0.02,common,{B},['B'],xln
2887,0.01,common,{4}{R},['R'],grn
2888,10.58,rare,{2},[],ema
2889,0.04,uncommon,{3}{W},['W'],mma
2890,0.14,uncommon,{1}{U}{B},"['B', 'U']",grn
2891,0.05,common,{1}{G},['G'],ths
2892,0.07,common,{2}{R},['R'],vis
2893,,rare,{R}{R},['R'],j21
2894,0.23,uncommon,{1}{R},['R'],usg
2895,8.56,rare,{U}{U},['U'],thb
2896,,uncommon,{4}{W},['W'],gnt
2897,0.01,uncommon,{4}{W},['W'],rtr
2898,0.14,common,{1}{R},['R'],scg
2899,0.07,common,,['B'],thou
2900,1.60,rare,{1}{U}{U},['U'],scg
2901,0.04,common,{3}{B},['B'],mrd
2902,0.09,uncommon,{3}{R}{R},['R'],isd
2903,0.12,uncommon,{2}{U},['U'],vow
2904,0.43,uncommon,{1}{G}{W},"['G', 'W']",mh1
2905,,rare,{4},[],me4
2906,0.34,rare,{W},['W'],mmq
2907,1.54,rare,{2}{R}{R},['R'],wth
2908,0.14,common,{1}{R},['R'],isd
2909,0.10,uncommon,{2}{R},['R'],9ed
2910,0.35,rare,{B}{B}{R},"['B', 'R']",dis
2911,0.01,common,{3}{U},['U'],mh2
2912,0.19,uncommon,{2}{U},['U'],nem
2913,,common,,,amid
2914,0.14,common,{1}{U},['U'],ody
2915,,rare,{3},[],me2
2916,,common,,,mafr
2917,,common,{1}{B}{B},['B'],me4
2918,0.11,rare,{1}{W}{W},['W'],thb
2919,0.56,common,{1}{R},['R'],leg
2920,,common,{W},['W'],oana
2921,0.24,rare,{4}{B}{B},['B'],afr
2922,0.46,uncommon,{1}{G},['G'],s00
2923,1.05,rare,,[],afr
2924,0.08,uncommon,{1}{R},['R'],m21
2925,0.01,common,{2}{W},['W'],mh2
2926,0.16,common,{1}{R},['R'],war
2927,0.11,uncommon,{R},['R'],dtk
2928,0.02,uncommon,{3}{R},['R'],gtc
2929,0.03,common,{5}{R},['R'],jmp
2930,0.58,common,,[],oe01
2931,0.07,common,{4},[],mrd
2932,0.01,common,{4}{B},['B'],grn
2933,0.14,uncommon,{2}{W},['W'],c20
2934,0.02,common,{3}{W},['W'],2xm
2935,0.19,rare,{5}{B},['B'],m13
2936,8.99,rare,{1}{B/G}{B/G}{B/G},"['B', 'G']",mm2
2937,0.16,uncommon,{1}{R}{R},['R'],ody
2938,0.15,common,{G},['G'],khm
2939,0.10,uncommon,{R},['R'],rix
2940,0.05,common,{1}{B},['B'],gtc
2941,0.14,uncommon,{4}{G},['G'],avr
2942,,common,{3}{U},['U'],me3
2943,0.03,common,{3}{B},['B'],bfz
2944,0.02,uncommon,{2}{W},['W'],c21
2945,1.95,mythic,{4}{G}{G}{G},['G'],m13
2946,1.96,mythic,{1}{U}{U},['U'],m20
2947,0.04,uncommon,{2}{R},['R'],ktk
2948,0.13,common,{2}{U},['U'],cmd
2949,,mythic,{R}{W}{B},"['B', 'R', 'W']",c17
2950,0.23,rare,{2}{B}{B}{B},['B'],dst
2951,0.10,common,{2}{B},['B'],ddp
2952,0.52,rare,{3}{G}{W},"['G', 'W']",afr
2953,9.33,rare,{2}{U},['U'],8ed
2954,0.06,uncommon,{2}{R},['R'],eld
2955,,common,,,astx
2956,,mythic,{2}{B}{R},"['B', 'R']",afc
2957,0.01,common,{3},[],khm
2958,2.51,rare,{4}{W}{W},['W'],2xm
2959,0.11,common,{2}{W},['W'],mrd
2960,0.24,rare,{2}{B}{B},['B'],nem
2961,0.12,uncommon,{4}{U},['U'],shm
2962,0.08,common,{2}{B},['B'],bng
2963,0.12,common,{U},['U'],dis
2964,,common,,[],wc01
2965,0.03,common,{G},['G'],ktk
2966,0.10,uncommon,{6}{W},['W'],ons
2967,0.04,uncommon,{2}{G},['G'],grn
2968,0.06,common,{3},[],akh
2969,0.09,common,{3}{B},['B'],uds
2970,0.08,common,{4}{U},['U'],mma
2971,0.06,uncommon,{1}{G},['G'],soi
2972,0.10,common,{2},[],2xm
2973,0.39,rare,{2}{B}{B},['B'],jou
2974,,rare,{3}{U},['U'],me2
2975,2.88,rare,{U},['U'],hml
2976,0.63,rare,{G}{W},"['G', 'W']",aer
2977,0.03,common,{3},[],kld
2978,0.01,uncommon,{2}{R},['R'],thb
2979,0.22,common,{2}{W},['W'],dka
2980,0.92,rare,{5}{U},['U'],2xm
2981,0.97,rare,,,mid
2982,4.47,rare,{W/U}{W/U}{W/U}{W/U}{W/U},"['U', 'W']",shm
2983,0.05,common,{1}{W}{B},"['B', 'W']",arb
2984,,uncommon,{4}{U},['U'],me4
2985,0.25,uncommon,{G},['G'],ody
2986,0.11,common,{3}{R},['R'],mid
2987,,rare,{4},[],me4
2988,0.17,common,{4}{R},['R'],ddp
2989,0.45,uncommon,{3}{B},['B'],mh1
2990,0.19,uncommon,{2}{U},['U'],mmq
2991,,mythic,{2}{R}{G}{W},"['G', 'R', 'W']",m20
2992,0.03,common,{4}{G},['G'],5dn
2993,,common,{2}{W},['W'],s99
2994,0.07,uncommon,{2}{R},['R'],m21
2995,0.21,uncommon,{B},['B'],jou
2996,0.49,uncommon,{2}{G/U},"['G', 'U']",war
2997,0.25,rare,{3}{G}{G},['G'],tsp
2998,0.05,uncommon,{6}{U}{U},['U'],cmr
2999,0.24,rare,{1}{R},['R'],c18
3000,21.82,uncommon,{1}{W},['W'],ptk
3001,0.03,common,{2}{G},['G'],m15
3002,0.07,common,{U},['U'],apc
3003,0.26,uncommon,{4}{U}{U},['U'],c15
3004,0.66,uncommon,{1}{R},['R'],inv
3005,0.12,common,{1}{W}{W},['W'],unh
3006,0.02,common,{2}{R},['R'],som
3007,0.18,rare,{1}{W},['W'],cmr
3008,0.10,uncommon,{3}{B}{B},['B'],ust
3009,0.16,rare,{4}{W}{U},"['U', 'W']",eld
3010,0.03,common,{2},[],iko
3011,0.15,uncommon,{2}{G/U},"['G', 'U']",eve
3012,4.21,mythic,{2}{W}{B},"['B', 'W']",ktk
3013,0.37,uncommon,{2}{B},['B'],akh
3014,0.01,common,{2}{B},['B'],tsr
3015,1.34,rare,{1}{R},['R'],c16
3016,0.10,common,{6}{R},['R'],jud
3017,9.07,special,{3}{W},['W'],tsb
3018,1.27,common,{1}{B},['B'],hop
3019,0.05,uncommon,{3}{R}{R},['R'],jmp
3020,0.04,common,{2}{G},['G'],gs1
3021,1.01,common,{3}{U},['U'],c18
3022,1.09,mythic,{2}{W}{W},['W'],afr
3023,0.13,common,{2}{G},['G'],exo
3024,8.27,rare,{2}{B},['B'],cmr
3025,0.10,uncommon,{3}{R},['R'],jmp
3026,0.69,rare,{2}{G}{G},['G'],2xm
3027,0.20,common,{2}{W},['W'],ema
3028,0.12,common,{1}{W},['W'],mmq
3029,1.47,rare,{4}{W},['W'],rix
3030,2.22,rare,{2}{G}{G},['G'],dis
3031,,uncommon,{2}{G},['G'],tpr
3032,0.07,uncommon,{3}{W},['W'],bfz
3033,0.19,uncommon,{1}{W}{W},['W'],por
3034,0.09,uncommon,{4}{U}{U},['U'],bbd
3035,0.10,uncommon,{1}{B},['B'],tsr
3036,,common,,,avow
3037,0.10,common,{2}{G},['G'],inv
3038,0.14,common,{4}{R},['R'],10e
3039,0.24,uncommon,{1}{U},['U'],6ed
3040,0.20,uncommon,{1}{W},['W'],cmd
3041,0.74,rare,{2}{U},['U'],mid
3042,,uncommon,{2}{R},['R'],me2
3043,0.09,uncommon,{2}{U}{R},"['R', 'U']",emn
3044,,common,,,aznr
3045,0.07,common,{1}{W},['W'],c20
3046,0.17,rare,{4}{W},['W'],war
3047,0.40,rare,,"['B', 'R']",mh2
3048,0.75,rare,{2}{G}{G},['G'],c13
3049,0.19,rare,{3}{G}{U},"['G', 'U']",war
3050,1.83,common,,[],opca
3051,,uncommon,{3}{B}{B},['B'],vma
3052,0.27,rare,{3}{U}{U},['U'],mmq
3053,2.62,mythic,{1}{B}{R},"['B', 'R']",soi
3054,19.42,rare,{2}{W}{U},"['U', 'W']",mma
3055,7.64,rare,{2},[],aer
3056,0.07,uncommon,{1}{W},['W'],vow
3057,0.07,uncommon,{2}{W}{W},['W'],jmp
3058,0.12,uncommon,{U}{U} // {2}{U},['U'],eld
3059,3.19,rare,{3}{U}{U},['U'],cn2
3060,0.78,rare,{4}{G},['G'],c21
3061,0.26,rare,{2}{W}{W},['W'],inv
3062,0.20,uncommon,{2}{R/W}{G},"['G', 'R', 'W']",ddh
3063,0.12,uncommon,{2}{G},['G'],rtr
3064,5.77,mythic,{3}{U}{B},"['B', 'U']",c17
3065,3.94,rare,{X}{B}{B}{B},['B'],sok
3066,0.15,uncommon,{U}{U},['U'],dtk
3067,0.49,mythic,{1}{W}{W},['W'],khm
3068,0.11,uncommon,{4}{W}{W},['W'],frf
3069,0.18,rare,{4}{B}{B},['B'],cm2
3070,0.24,common,{3}{U},['U'],lrw
3071,0.79,rare,{4}{W},['W'],voc
3072,0.02,common,{2}{G},['G'],dom
3073,0.07,uncommon,{2}{G}{W},"['G', 'W']",bfz
3074,0.06,common,{1}{R},['R'],ons
3075,0.09,uncommon,{4}{B}{B},['B'],dka
3076,0.07,common,{6}{U},['U'],bbd
3077,0.51,rare,{4},[],rav
3078,1.50,rare,{5}{W}{W},['W'],shm
3079,0.09,common,{2}{B},['B'],jmp
3080,0.10,common,{W},['W'],grn
3081,0.24,uncommon,{2}{U}{U},['U'],plc
3082,0.26,uncommon,{3},[],khm
3083,0.58,rare,{1}{G},['G'],m21
3084,0.25,rare,{1}{W}{W},['W'],ddn
3085,0.15,uncommon,{3}{B},['B'],mh2
3086,,mythic,{5}{U}{U},['U'],khm
3087,0.16,rare,{1}{R}{W}{B},"['B', 'R', 'W']",ktk
3088,0.25,uncommon,{3}{W},['W'],ugl
3089,0.55,rare,{3}{U}{U},['U'],thb
3090,0.10,uncommon,{2}{U},['U'],jou
3091,0.02,uncommon,{U},['U'],vow
3092,0.05,common,{4}{R},['R'],zen
3093,43.44,rare,{2}{R},['R'],ons
3094,0.20,common,{2}{B},['B'],soi
3095,0.02,common,{2}{G},['G'],khm
3096,0.01,uncommon,{4}{R}{R},['R'],znr
3097,0.17,uncommon,{4}{U}{U},['U'],dom
3098,0.01,common,{4}{R},['R'],vow
3099,,rare,{6},[],me3
3100,20.46,rare,,[],rna
3101,0.23,common,{2}{B}{B},['B'],usg
3102,0.07,uncommon,{2}{R},['R'],dom
3103,3.00,rare,,[],akh
3104,0.21,uncommon,,[],tsr
3105,0.05,common,{2}{U},['U'],dka
3106,0.18,uncommon,{1}{G},['G'],lgn
3107,1.97,common,{G},['G'],ddj
3108,1.50,common,{U},['U'],por
3109,0.36,rare,{X}{U}{U}{R},"['R', 'U']",ddj
3110,0.15,common,{2}{W},['W'],inv
3111,0.02,common,{1}{W},['W'],m21
3112,0.11,uncommon,{1}{U}{U},['U'],kld
3113,1.36,rare,{1}{G},['G'],ust
3114,0.01,common,{W},['W'],mid
3115,,rare,{3}{W},['W'],y22
3116,,common,,,amid
3117,0.03,common,{1}{B},['B'],rna
3118,2.18,rare,{2}{W}{W},['W'],roe
3119,0.71,uncommon,{1},[],c21
3120,0.32,uncommon,{2}{G}{G}{G},['G'],cma
3121,0.01,common,{2}{R},['R'],cmr
3122,,rare,,[],pmoa
